instruction,intent,instruction_hi,intent_hi
prfoblems with cancelling order {{Order Number}},cancel_order,आदेश रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}},आदेश रद्द
whag do i need to do to cancel order {{Order Number}},cancel_order,आदेश {{ऑर्डर नंबर}} को रद्द करने के लिए मुझे क्या करने की आवश्यकता है,आदेश रद्द
needassistance cancelling purchase {{Order Number}},cancel_order,NEENSESSISTANCE रद्द करना {{ऑर्डर नंबर}},आदेश रद्द
help to cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने में सहायता {{ऑर्डर नंबर}},आदेश रद्द
I canno longer afford purchase {{Order Number}},cancel_order,मैं अब खरीदारी नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
I can no longer pay for order {{Order Number}},cancel_order,मैं अब आदेश के लिए भुगतान नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
I do not know what to do to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि खरीद को रद्द करने के लिए क्या करना है {{ऑर्डर नंबर}},आदेश रद्द
i need assistance cancelling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
I can no longer afford order {{Order Number}},cancel_order,मैं अब आदेश नहीं दे सकता {{ऑर्डर नंबर}},आदेश रद्द
want help to cancel purchase {{Order Number}},cancel_order,खरीद को रद्द करने में मदद करना चाहते हैं {{ऑर्डर नंबर}},आदेश रद्द
"I can no longer afford purchase {{Order Number}}, cancel it",cancel_order,"मैं अब खरीद नहीं कर सकता {{ऑर्डर नंबर}}, इसे रद्द करें",आदेश रद्द
I need assistance to cancel purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने के लिए सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
I want to cancel purchase {{Order Number}},cancel_order,मैं खरीद {{ऑर्डर नंबर}} को रद्द करना चाहता हूं,आदेश रद्द
need help with cfanceling order {{Order Number}},cancel_order,cfanceling आदेश {{ऑर्डर नंबर}} के साथ मदद चाहिए,आदेश रद्द
cancel order {{Order Number}},cancel_order,रद्द करें आदेश {{ऑर्डर नंबर}},आदेश रद्द
I can no longer afford purchase {{Order Number}},cancel_order,मैं अब खरीदारी नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
I don't know how to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि कैसे खरीदें {{ऑर्डर नंबर}} को रद्द करें,आदेश रद्द
have a question about canceling order {{Order Number}},cancel_order,आदेश रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
